user,query,product,explanation,previous_reviews
A3TB9HNQR54B5V,home improvement power hand tool screwdriver,B00002X29G,This product was retrieved because 'A3TB9HNQR54B5V' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',"1) a nice set and a musthave for any workshop or toolbox you may not need these type of screwdriver often but when you do need them nothing else will do theyre great for tighten eyeglass screw or opening up the case of small electronic devicesthi is a nice set it come with slot and philip style in a variety of size they seem to be well made and i suspect that they last a long time the swivel head allow you to put downward pressure on the screwdriver as you turn it to minimize the risk of strip the head on delicate small screw the case has a label space for each screwdriver its your typical plastic case with a snap top and should hold up as long as you dont step on it or drop something on it this set is a nice value for the price
2) work well recommend i really like the design features of this product its nice to have the integrated cord as well as the option to add an additional one the charger works well and is compatible with all the device i try it with i also like the fact that it is an intelligent charger this means it can indicate when our device is fully charge this feature seem to work well i do not have any real complaint with it if you are look for an aftermarket usb charger for your device i can recommend this one
3) nice compact charger ive own a couple of these type of charger over the years this is a good one its small and has a nice grippy surface it will charge my android phone and still have about left of its power left i keep it on my motorcycle in case my cell die and i need to make a call i did notice that it seem to lose its charge pretty quick i had mine fully charged but did not use it for a couple of week when i went to use it it was almost dead this is not something you want to toss in a backpack and expect it to be ready a couple of week later you need to recharge it fairly routine overall im satisfy"
A3TB9HNQR54B5V,home improvement power hand tool set,B00002X29G,This product was retrieved because 'A3TB9HNQR54B5V' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',"1) a nice set and a musthave for any workshop or toolbox you may not need these type of screwdriver often but when you do need them nothing else will do theyre great for tighten eyeglass screw or opening up the case of small electronic devicesthi is a nice set it come with slot and philip style in a variety of size they seem to be well made and i suspect that they last a long time the swivel head allow you to put downward pressure on the screwdriver as you turn it to minimize the risk of strip the head on delicate small screw the case has a label space for each screwdriver its your typical plastic case with a snap top and should hold up as long as you dont step on it or drop something on it this set is a nice value for the price
2) work well recommend i really like the design features of this product its nice to have the integrated cord as well as the option to add an additional one the charger works well and is compatible with all the device i try it with i also like the fact that it is an intelligent charger this means it can indicate when our device is fully charge this feature seem to work well i do not have any real complaint with it if you are look for an aftermarket usb charger for your device i can recommend this one
3) nice compact charger ive own a couple of these type of charger over the years this is a good one its small and has a nice grippy surface it will charge my android phone and still have about left of its power left i keep it on my motorcycle in case my cell die and i need to make a call i did notice that it seem to lose its charge pretty quick i had mine fully charged but did not use it for a couple of week when i went to use it it was almost dead this is not something you want to toss in a backpack and expect it to be ready a couple of week later you need to recharge it fairly routine overall im satisfy"
A285PI5661DZST,home improvement power hand tool screwdriver,B00002X29G,This product was retrieved because 'A285PI5661DZST' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',1) theyre screwdriver i need a new screwdriver set to work on laptop with as most of my old one have mysterious disappear at the price there was no way i was go to beat a set of stanley the best part so far to me is that they come already magnetize i put them to use the day i received them and am quite happy with them
A285PI5661DZST,home improvement power hand tool set,B00002X29G,This product was retrieved because 'A285PI5661DZST' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',1) theyre screwdriver i need a new screwdriver set to work on laptop with as most of my old one have mysterious disappear at the price there was no way i was go to beat a set of stanley the best part so far to me is that they come already magnetize i put them to use the day i received them and am quite happy with them
A2QH1JEIQB8NLU,home improvement power hand tool screwdriver,B00002X29G,This product was retrieved because 'A2QH1JEIQB8NLU' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',"1) average i purchase this battery to replace a water soaked one in an iphone i dont even know if it is charge or not as the unit wont turn on for me the shipping is prompt the package great and the description is accurate
2) only take these blue battery sigh bought this product to replace my last charger that stop function sudden look at the picture really close if you do not have a similar blue battery for your phone then this charger will not work for you i have or battery of which only one is blue that i use the other battery are black but for some reason there is a size difference go figure i still use the other battery but must charge them use the phone"
A2QH1JEIQB8NLU,home improvement power hand tool set,B00002X29G,This product was retrieved because 'A2QH1JEIQB8NLU' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',"1) average i purchase this battery to replace a water soaked one in an iphone i dont even know if it is charge or not as the unit wont turn on for me the shipping is prompt the package great and the description is accurate
2) only take these blue battery sigh bought this product to replace my last charger that stop function sudden look at the picture really close if you do not have a similar blue battery for your phone then this charger will not work for you i have or battery of which only one is blue that i use the other battery are black but for some reason there is a size difference go figure i still use the other battery but must charge them use the phone"
A13MBNZ67UUTZ5,home improvement power hand tool screwdriver,B00002X29G,This product was retrieved because 'A13MBNZ67UUTZ5' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',1) read description this is a good buy if it is what you are wanting i misread the product info and did not realize this is all torx screwdriver
A13MBNZ67UUTZ5,home improvement power hand tool set,B00002X29G,This product was retrieved because 'A13MBNZ67UUTZ5' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',1) read description this is a good buy if it is what you are wanting i misread the product info and did not realize this is all torx screwdriver
A2UVEKBBKK0U6I,home improvement power hand tool screwdriver,B00002X29G,This product was retrieved because 'A2UVEKBBKK0U6I' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',1) not exactly what i want purchase this to remove screw on my samsung galaxy sii but even the smallest tool in the set was too large
A2UVEKBBKK0U6I,home improvement power hand tool set,B00002X29G,This product was retrieved because 'A2UVEKBBKK0U6I' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',1) not exactly what i want purchase this to remove screw on my samsung galaxy sii but even the smallest tool in the set was too large
A3GPD3LRS8J7HC,home improvement power hand tool screwdriver,B00002X29G,This product was retrieved because 'A3GPD3LRS8J7HC' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',1) torx are great but the torx screwdriver were great the were substandard and the was very cheap mine broke the first time i use it for the price you cannot expect high quality all in all it did the job
A3GPD3LRS8J7HC,home improvement power hand tool set,B00002X29G,This product was retrieved because 'A3GPD3LRS8J7HC' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',1) torx are great but the torx screwdriver were great the were substandard and the was very cheap mine broke the first time i use it for the price you cannot expect high quality all in all it did the job
A2UFNB9REUD4I3,home improvement power hand tool screwdriver,B00002X29G,This product was retrieved because 'A2UFNB9REUD4I3' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',"1) handy to have these were a supper price and while not supper strong they will do the job and you get a lot for your money
2) great price the price pull me to try this product it fit very tight and is made of good material all exterior buttons work and are not difficult to press protection to back and side seem very nice the front may be a little less due to the side barley come up past the front glass all and in all i do like it but do wish the side came further past the flat glass front"
A2UFNB9REUD4I3,home improvement power hand tool set,B00002X29G,This product was retrieved because 'A2UFNB9REUD4I3' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',"1) handy to have these were a supper price and while not supper strong they will do the job and you get a lot for your money
2) great price the price pull me to try this product it fit very tight and is made of good material all exterior buttons work and are not difficult to press protection to back and side seem very nice the front may be a little less due to the side barley come up past the front glass all and in all i do like it but do wish the side came further past the flat glass front"
A2IQF161DYA68V,home improvement power hand tool screwdriver,B00002X29G,This product was retrieved because 'A2IQF161DYA68V' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',1) nice quality very nice quality set of screwdriver they sell big set on here for cheap but made by a different company do not buy them if you want a quality precision set of driver this is the company to go with
A2IQF161DYA68V,home improvement power hand tool set,B00002X29G,This product was retrieved because 'A2IQF161DYA68V' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',1) nice quality very nice quality set of screwdriver they sell big set on here for cheap but made by a different company do not buy them if you want a quality precision set of driver this is the company to go with
A3UDDBB4J94R7E,home improvement power hand tool screwdriver,B00002X29G,This product was retrieved because 'A3UDDBB4J94R7E' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',"1) good good but if you plan to repair or take apart apple product this kit is completely useless and wont be worth it
2) perfect easy install just like original works great i dont have a problem with it yet its actually like perfect as the original
3) great love the color good screen protector and it protect my phone from all possible drop damage and even protect some water"
A3UDDBB4J94R7E,home improvement power hand tool set,B00002X29G,This product was retrieved because 'A3UDDBB4J94R7E' often buys products of brand 'Mountek' and 'B00002X29G' is also associated with brand 'Mountek',"1) good good but if you plan to repair or take apart apple product this kit is completely useless and wont be worth it
2) perfect easy install just like original works great i dont have a problem with it yet its actually like perfect as the original
3) great love the color good screen protector and it protect my phone from all possible drop damage and even protect some water"
A1X1CEGHTHMBL1,electronics supplies telephone accessory headset,B0006B088W,This product was retrieved because 'A1X1CEGHTHMBL1' often buys products of brand 'Kinivo' and 'B0006B088W' is also associated with brand 'Kinivo',"1) years without a problem i use this phone lift in combination with the plantronic cs wireless office headset it was a powerful combination that allow me to answer my phone up to feet away from my office this lift fit onto your phone base and lift the receiver when you press a button on your remote headset you can answer the phone or hangup when the call is complete without ever touching the lift came with a plug in ring detector that attach to my base phone and it allow the base station to notify me when the phone was ring the setup was quick and easy and the device took up almost no space on my desk as it attach to my phonei spent thousand of hour a year on the phone and this device along with my remote wireless headset save me a lot of neck stress and phone holding for hour a day this is a useful tool in any modern office and i recommend it to you
2) best bluetooth headset i have ever use like most people i have purchase multiple bluetooth headset and struggle with poor reception i cant hear the caller or they cant hear me this plantronic voyager headset didnt have any of these problem the device simply work and i have use it for yearsthe headset will operate for hour of talk time and hour of standby time and is ideal for me to use when travel and especially when driving the noise cancel microphone work well in that people could hear me but not all the background noise like wind or rain on the windshield the earpiece is comfortable to wear and is light enough that you forget you have it onthe headset has the feature to operate with two bluetooth device simultaneous and the smart technology feature connect you to the proper device with a touch of a button the headset boom swivel to fit the location that is best for you and even fold into a small form for easy storage the head set will operate up to feet from your bluetooth device so if your phone is in your briefcase or in the back seat of the car you can still take callsthe unit also features adapt frequency hop to find a free channel to avoid interference from other source i have try about bluetooth device over the years and this one was simply the one that perform the best
3) this is a nicely package product that do what it is design to do supplier provided this product to me at no chargethi is an attractive and nicely package external battery that will charge multiple product it weigh in at ounce and fit in the palm of your hand it is slightly large than a deck of cards the unit will hold a charge of up to mah or about the equivalent of of an iphone so that is how i test itit is compatible with all the iphone and ipod touch in addition it come with adapter for various device see their spec in do my test i use my original iphone cable and the original iphone charger to charge the incredicharge most usb device use a vdc power input but before you use this you should check your device power incredicharge has four led on the top that indicate the battery charge status of the unit there is also an offon button and if you press it once then you can see the level of the charge if you hold the button down for seconds you turn on a single white led flashlight which is a nice feature for a traveler the charger cable plug into the side of the battery and i use their cable and my iphone charger the side that connect to your phone has two usb charge port for two device at the same time and the led for the flashlighti received the unit with slightly more than charge and so i plug it into an iphone charger rate at vdc and amp it took hour to charge from that point to being fully charged have all four blue led light up which means greater than storage is availablei then deliberate ran my iphone battery down to and then i plug it into the incredicharge use my original iphone usb cable the phone immediately began to charge and was charge while i was use the notepad feature in minutes the charge level was in one hour it was and in two hour it was per the iphone battery level indicator the incredicharge still indicate more than charge remainingi then ran down the iphone battery to and recharge it again with the incredicharge and in hour it again was at full charge the incredicharge still indicate more than remain charge after all that workout while i did not do it a third time i have no doubt that i could have charged the iphone a third time device real value is when you are away for an ac power source or a car charge system when i traveled a lot on very long overseas flight this would have been wonderful to have i use to spend up to and over hour in airport and on plane for a single one way trip i could have watch my movies for hour or listen to music or books for hour this would have been nice to have on my trip to africa or unit come with different charge connect that fit onto their cable and i fitted then onto my device and they all work and fit well i even connected this to my kindle fire and it is presently charge it i would recommend though that if you want to use it on a kindle fire that you buy the large mah model as the kindle fire charger output the cable supply with the unit is only inch long which is ok when you are use it with a device it a little short when you plug it into your device charger to charge the incredicharge unless you lay the battery on the floor close to a wall plug you can also charge this device use your laptop or desktop computer but charge times may vary depend on the current output of your usb portoverall the product perform well and charged my iphone as quick as the wall charger would at the sale price this looks like a good buy if you need to charge your device while away from a power source
4) yes you can have more more power more ubs port and more use of your charged mobile device we own a ton of electronic device and since they are all portable they go with us in our vehicle toss in a couple of grandkid and add in their equipment and then you have a lot of electronic device being use on long trip that need to be charged you might also be limited to the number of car power socket that are available in your vehicle most usb car charger have one port and they are limited to amp or amp output this big brother of all charger has two usb port and can handle watt of dc power or amp of total charge power that means i can charge my ipad and my iphone simultaneous without any issue and at full speedthi is a good car charger that features two usb charge port that can be use at the same time one usb port is design for apple product and it is label with an a the na port can charge your iphone and any other compatible usb device my ipad and my ipad could only charge in the a port both output are rate at amp but the total current out of both port combine while in use at the same time is ampsthe unit come with no cable but since it is tout as a universal charger and there are so many different type of charger cable i cannot fault them for not supply one many charger with cable are over to and the cable may only fit one family of devicespro dual port charge an iphone in either port can charge the ipad or in the apple a port at amp even if you are charge your iphone at the same time both port charge up to amp if only one port is being use nice red led light around usb port so you can see it in the dark know it is in a live car charge port and you can see the usb plug location max watt of charge output which will charge two iphone at the same time quick circuitry protect for overheate overcurrent and overcharge protection provide fast charge of an iphone use which is very useful if you are in a hurry features four spring loaded retention balls to secure hold the charger into the car dc power plugcon charger body is long than many plug it can be easy to bump but it is nicely design and i test it with apple iphone works in both port ipad work in the apple port only ipad work in the apple port only kindle file work in both port kindle keyboard work in both port hp touchpad did not work in either port as the specification state it is also not compatible with the asu transformer or the motorola is a good product and the price is good also it provide excellent performance and it work well in all of my test i highly recommend it to youi was provided an evaluate unit for test and agree to provide a fair and honest review
5) a good clear screen protector that install easily and quick you just drop big buck on your new iphone and now you want to take care of it so that it always looks like new the first thing i always do is to install a screen protector i have install a lot of screen protector on a lot of product like ipod iphone ipad ipad and a hp touchpad what i like about the sir lancelot screen protector kit is that it has the included dust removal of the things i learned quick is that the air in our home is always full of dust no matter what room i picked it was the same a trick i learned was to go to a small bathroom and turn on a very hot running shower and let the room fill up with steam shut off the shower and let the room cool and the steam settle and it knock percent of the dust out of the air do not turn on the exhaust fan go into that room and work quick and try not to stir up too much dust as you have just clean the air with the steam when you open the package i clean the phone with the micro fiber cloth but i also wipe the other item in the bag as they also had dust and particle on them i then follow the instruction and install the screen protectori recommend that you watch the video and use the blue dust removal film as it provide the final clean and absolutely minimize the dust on your phone before you install the screen protector you can google the video and find them do not over handle the screen protector after you remove the step one film from it as your finger print will get onto the screen protectorthe screen protector install quick and easily i prefer the clear protector and this one is just great with good clarity and ease of installation there is only one screen protector in the box so being careful and do the installation properly is importantthe screen protector come with a lifetime warranty and sir lancelot stand behind their is in the box micro fiber cloth by inch screen smooth card to remove any bubble dust removal film release tab dust removal film sheet the precision cut clear screen protector for your iphone i was provided with a sample for test and evaluate and i promise to provide a fair and honest review
6) these clean pad work very well and i like how they fit onto your finger when you use them i own dozen of microfiber clean cloth and every day my wife and i use them to clean an iphone ipad or a kindle fire it is just a way of life you get use to when you use a smart touch screen device daily of all of the microfiber clean cloth i have these are among the make these so nice it that they are thick premium microfiber material and they quick clean the oil fingerprint and residue from your screen i particularly like the fact that you can put your finger into the pouch and quick and easily wipe down the screen use the pouch allow you to use a little more force and the flatter surface of the pouch design just clean the screen the screen really get dirty and i wet my microfiber cloth with very hot water and wring them out as thorough as i can and then clean the screen it help for those really messy times you know when the kid have left sticky candy print on the screen it is also a good way to clean the cloth once in a while and let them air dry i never use solvent or soap on the cloth or screen and i learned from use another brand of clean cloth to never use fabric soften on your clean clothes as it will leave a film on the tablet screeni rate this as a star product and they work well you get several to share and i like the way they are size to fit onto my hand and it just feel more secure to hold than a small microfiber clothi was supply a sample product for test and evaluate and i promise to provide a fair and honest review
7) a great bluetooth headset for use when you are driving and you use the phone a lot this is a nice bluetooth headset that work well with my iphone i like the large size for use when driving as the microphone headset made my voice clear to the person i was calling the first thing you want to do is to charge the headset with the power cable that come with the unit use a usb port it took about hour to fully charge the led on the unit is red when it is charge and blue when it is fully charged there is a large round button on the side of the headset that is a multifunction control when you press and hold the button for to seconds the headset will turn on or off to pair the headset you press the button for to seconds and the led will begin flash blue and red and it is ready to the headphone was fast and easy on my iphone and i did not need to enter any pin numbers to make the connection the people i talk to on the phone did not even realize that i was use a bluetooth headset as my voice to them was natural and clear their voice to me were also clear to me i like the fact that the headset has an extension microphone on it that is close to your mouth i have a big head and on small bluetooth headphone people tell me that my voice is muffle that was not the case with this headset the connection both ways was excellentthe voice command function was easy to use on my iphone as i just quick pressed the multifunction button about second and the voice command function was active just remember to wait for the tone before you speak this is a monaural headset so when you hear music or ringtone etc it is not like a stereo set of headphone but the quality was decent for mono sound there is also a volume control on the top of the headset that is relatively easy to adjust you can also press the and volume control at the same time to mute while the headset is muted it will beep every seconds to remind you that it is headset is large but i do like it i have a big head and frankly it works better for me because it is big i see it as an ideal headset to wear while you are driving and the reception and transmission of my voice was very good i use to drive a lot on business and i always use a bluetooth headset for safety this one is ideal for that it has a talk time of to hour and a standby time of hour charge it with your laptop while you are on the road is ideal yeah it has a flash blue led on it to indicate that it is on and working i have seen several comment about that but i have own dozen of bluetooth headset in my life and they all did this so maybe i am desensitize that it is flash i could not see it because the position of the led was to inch behind my cheekbone and well out of is a good product and it work well for me i gave it a star ratingi was supply a sample for test and evaluate and i promise a fair and honest review
8) beautiful sound but way too small for my head after charge the headphone i try to put them on to pair them i was surprise that they would not fit around my head in into my ear if i work with them for a while then i could get them on but just barely i have a big head ok its huge but let not get personal they just wouldnt fit they would be good for a child or perhaps a small person but not for a big person the problem is that they are design to go around the back of your head and the cable that is use is just too short and not very flexible a loop go over your ear and in my case it would not reach comfortable the over the ear loop were just way too tight on my ear for is unfortunate as the sound quality of the head phone is excellent really above average good bass and treble on the song that i listen to i wont go into the balance of the review as after minutes my ear hurt so bad that i had to take the headphone off it is a shame because for me they sound good but they were painful to weari was supply a sample for test and evaluate a review was not promise to the supplier in exchange for the sample but i state that if i provided a review that it would be fair and honest
9) a nicely design one touch mount and dismount phone stand for your vehicle this is a nice one touch open and close phone holder for your car that can fit phone that are to inch in width it has a highly adjust base and phone holding mechanism that allow you to set the angle and tilt to suit your height and what style of vehicle you are driving you can rotate the phone into the landscape or into the portrait mode to fit the application you are use the phone for like taking call or as a gpsthe stand has a very sticky gel mount suction cup that easily sticks to your windshield or to any smooth surface in your car there is a lever that pull on the cup and it create a powerful suction force that hold the stand in place if the gel pad lose its sticky surface over time you can rejuvenate it by simply washing it with slightly warm water and letting it air dry do not use any soap to clean the gel cup it is always nice to clean the area where you are go to mount the suction cup to make sure that it is secure held into place no other adhesive are require if your dash is porous then of course suction cup will not work on porous surface two buttons on the side of the mount quick release the phone or prepare the stand to receive the phone by expand the holding arms and lock them open you set the phone into the stand and lean it back and the mount quick close to secure hold your phone there is a button in the center of the back of the stand that when pressed close the arms to hold your phone into placethe stand open up enough that my iphone in an otterbox defend case fit into the stand and was held into place this is nice as we do not like remove our phone from their case please be aware that some states have restriction on where you can mount windshield mount device and some states do not allow you to use them at all please make sure that you check your local law regarding the use of windshield mount electronicsi like this stand and i rate it as a star itemi was supply a sample for test and evaluate and i promise to provide a fair and honest review"
A1C3F1Z00ASP1K,electronics supplies telephone accessory headset,B0006B088W,This product was retrieved because 'A1C3F1Z00ASP1K' often buys products of brand 'Kinivo' and 'B0006B088W' is also associated with brand 'Kinivo',"1) works great this handset lift is great it works exactly as i expect it to it also arrive when i expect it to
2) great car charger i had to get a new car charger when i got my note because the usb charger i had would light up the charge notification on the phone but not actually charge it i found this usb charger that is specifically for my phone and it works great"
