sample_id,user,query,product,attention_weight,drem_explanation,drem_attn_explanation,previous_reviews,title,image,description
148050-54805-431-62230,A2620FU6M0WOXM,video games playstation accessory cable adapter,B000KI99SG,0.84525526,"1. This product was retrieved because the user often buys products of brand 'Mennon' and 'B000KI99SG' is also associated with brand 'Mennon'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000KI99SG' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000KI99SG' is also associated with brand 'Logitech'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B000N385QK' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B004Z6NWAU' which is also related to the query
","1) clunky interface the interface is far more complex than it should be to se the alarm or turn the ipod on for listeningit do sound good and i especially like that it has a subout port i add a cheap sub and it really make a huge difference in sound quality and volume
2) ok cable better elsewhere the most important factor that make a good cable is gauge and quality of the wire in the cable the second most important factor is the length you should use the shortest cable possible ft is likely much long than most user will need also this cable is not made by sony and it do not have any special advantage to use it with a ps
3) works with iphone g no problem not iphone i use this with my iphone g and have had no problem it connect to the iphone ad do not pop up the incompatible warning message that some other customer have noted it is also well shield against gsm and i have not heard any interference or distortion the interface is easy to use and the remote is great my only complaint would be that it do not have a audio out jack or a ipod connect jack to connect the ipod to a computer while it is dock the sound is very good it could be just a bit loud but i am overall very satisfiedupdate i now have a iphone and this do not work properly to charge
4) not awesome not comfortable to wear for extend game play the head set is to heavy and hurt your head and ear after awhile also have issue with the mic crackling when adjust the position","USB C Hub Adapter, Hauyate 8 in 1 Portable Aluminum Dongle, 4k HDMI HD Video, Type C Ethernet USB 3.0 Hub, SD/TF Card Reader, for MacBook/Pro/Air, iPad, ChromeBook, XPS and More Type C Devices",https://images-na.ssl-images-amazon.com/images/I/71pX9vnzzhL._AC_SY450_.jpg,"['【All In One USB C Hub】HAUYATE 8 in 1 Type C HUB, expand more ports of your laptops. A USB C charging port support power delivery input up to 100W, a 4K HDMI port, RJ45 Gigabit Ethernet port, high-speed Micro SD & TF card reader support high density memory up to 2TB and 2 USB 3. 0 ports. Data transmission speed up to 5Gbps.', ""【Thunderbolt 3 & USB C 3.1 Compatibility】HAUYATE USB C Docking station is Compatible with almost any USB C devices. Latest Macbook Pro 2019 / 2018 / 2017 / 2016, New Macbook Air, Macbook 12', New iMac/iPad Pro, Surface Book 2/Go,Surface Pro 7/ X, Surface Laptop 3, Chromebook, Dell XPS13/15 or Other USB C laptops, smart phones.(For more details see the product description)"", '【RJ45 1000M Ethernet Port & 4K HDMI Video】With 1000Mbps Gigabit RJ45 Ethernet port, backwards compatible with 100Mbps/10Mbps RJ45 LAN. HDMI port support you to mirror or extend your laptop/phone up to 4K @30Hz UHD to your TVs, monitors or projectors. Ideal for meetings, presentations, watching movies, gaming, etc. Give you vivid 3D effect video Sync.', '【Anti-interference &Temperature Control】Built-in anti-interference design eliminates the impact on 2.4GHz Wireless devices. High-quality aluminum alloy provides excellent heat dissipation, ensures a stable performance and stable data transfer when all ports occupied.', '【Super Speed Data Transfer and fast charged】With 2 USB 3.0 ports and a standard USB 2.0 port allows you to connect keyboard, mouse, hard drive to your USB-C laptop. USB 3.0 port support transmission rates up to 5 Gbps and 7.5W(5V/1.5A) power output. Micro SD & TF card slots support capacity of up to 2TB, enable you to access photos and other media in seconds.']"
36634-54805-431-62231,A2VOIIP3CAUCR4,video games playstation accessory cable adapter,B000KI99SG,0.49973705,"1. This product was retrieved because the user often buys products in category 'Video Games' and 'B000KI99SG' is also associated with category 'Video Games'
2. This product was retrieved because the user often buys products of brand 'Mennon' and 'B000KI99SG' is also associated with brand 'Mennon'
3. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000KI99SG' is also associated with brand 'Logitech'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because of the product's popularity
3. This product was retrieved for this query because the user often buys products related to product 'B001SIGXHC' which is also related to the query
",1) hdmi cable omg yes this cable is the perfect one for me especially because i am a big sony fan to sony they do they thing but this cord really sports the quality well on your hdmi tv i highly recommend this,"USB C Hub Adapter, Hauyate 8 in 1 Portable Aluminum Dongle, 4k HDMI HD Video, Type C Ethernet USB 3.0 Hub, SD/TF Card Reader, for MacBook/Pro/Air, iPad, ChromeBook, XPS and More Type C Devices",https://images-na.ssl-images-amazon.com/images/I/71pX9vnzzhL._AC_SY450_.jpg,"['【All In One USB C Hub】HAUYATE 8 in 1 Type C HUB, expand more ports of your laptops. A USB C charging port support power delivery input up to 100W, a 4K HDMI port, RJ45 Gigabit Ethernet port, high-speed Micro SD & TF card reader support high density memory up to 2TB and 2 USB 3. 0 ports. Data transmission speed up to 5Gbps.', ""【Thunderbolt 3 & USB C 3.1 Compatibility】HAUYATE USB C Docking station is Compatible with almost any USB C devices. Latest Macbook Pro 2019 / 2018 / 2017 / 2016, New Macbook Air, Macbook 12', New iMac/iPad Pro, Surface Book 2/Go,Surface Pro 7/ X, Surface Laptop 3, Chromebook, Dell XPS13/15 or Other USB C laptops, smart phones.(For more details see the product description)"", '【RJ45 1000M Ethernet Port & 4K HDMI Video】With 1000Mbps Gigabit RJ45 Ethernet port, backwards compatible with 100Mbps/10Mbps RJ45 LAN. HDMI port support you to mirror or extend your laptop/phone up to 4K @30Hz UHD to your TVs, monitors or projectors. Ideal for meetings, presentations, watching movies, gaming, etc. Give you vivid 3D effect video Sync.', '【Anti-interference &Temperature Control】Built-in anti-interference design eliminates the impact on 2.4GHz Wireless devices. High-quality aluminum alloy provides excellent heat dissipation, ensures a stable performance and stable data transfer when all ports occupied.', '【Super Speed Data Transfer and fast charged】With 2 USB 3.0 ports and a standard USB 2.0 port allows you to connect keyboard, mouse, hard drive to your USB-C laptop. USB 3.0 port support transmission rates up to 5 Gbps and 7.5W(5V/1.5A) power output. Micro SD & TF card slots support capacity of up to 2TB, enable you to access photos and other media in seconds.']"
140853-33675-578-63960,A3N8LIPLDJHKZ6,video games playstation accessory controller,B000M17AVO,0.4999448,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because of the product's popularity
3. This product was retrieved for this query because the user often buys products related to product 'B0026ZPFCK' which is also related to the query
",1) good product we have been use this for a couple years now and it is holding up great nothing has broken on it,Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
58751-33675-578-63961,A21Q82KV3E7PPE,video games playstation accessory controller,B000M17AVO,0.3236922,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because of the product's popularity
3. This product was retrieved for this query because of the product's popularity
",1) sony bluetooth remote for ps the product is the best have ever encounter the bluetooth enable you to operate the playstation dvd bluray music etc any where in the house without have to point it directly to the system the remote is easy to pair with the console and you can do lot of things very easily with it than use the controller overall it is the best,Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
81871-33675-578-63962,A2644FJMHC69M,video games playstation accessory controller,B000M17AVO,0.8885103,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B0026RHUQC' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B000TG4BA0' which is also related to the query
","1) better than the controller when i bought my ps last month i specifically did not buy the bluray remote after all isnt the controller enough well apparently i didnt learn from my xbox which i own the remote for now it wasnt the cheapest thing around but its made by sony and was cheap than the bestbuy knockoff they sold now i had read review claim you couldnt turn the console on and off well that is false the ps button works just like it do on the controller as do the dashboard button on the controller holding it either turn on the console or holding it while the console is on pull up a menu ask if you want to turn off the system there the offon button now when you unbox the remote which require a knife youll need to pair it with the console go to setting scroll down to accessory and find the remote it will prompt you to hold the enter and start buttons on the remote until the console recognize the remote bottom line get this remote if you watch bluray its worth it
2) it works i bought this to fix my dead zone problem took me about minutes to set up and my problem were gone i couldnt believe it with the plethora of negative review how easy this thing is to use a couple things i notice about setup do not use the installation cd it will confuse you when it pop up with an error message hook the device up with the ethernet cable to the route go to in ie and update the firmware next use the to set up security wireless channel and gateway ip exactly like your old network save change disconnect the device from the route and press the easy configuration button both lights should stay blue and you should be able to navigate to with the device connected wireless the device function great my ps downstairs now has signal strength",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
44004-33675-578-63963,A2KA54E142NNFN,video games playstation accessory controller,B000M17AVO,0.8197352,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B002CZQ4GU' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B00EF1OGOG' which is also related to the query
",1) easy to use but hard to set up the bluray disc remote is great once its set up but setup is no simple task first of all instruction are confuse there are two buttons which need to be pressed together start and enter trick is that the enter button as explain in the manual for the remote is the x button there is another enter button in the middle of the dpad which is actually label enter and is the correct one you have to use that enter the second challenge is that this remote may fail to pair if the regular wireless sixaxi remote is also in use esp by wireless at the same time apparently there can be enough interference to cause issue turning the regular remote off and then do the push did the trick pair its awfully nice to have a regular remote for view disk,Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
186478-33675-578-63964,AFNG8O2DXRCUV,video games playstation accessory controller,B000M17AVO,0.82988644,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'PlayStation 3' and 'B000M17AVO' is also associated with category 'PlayStation 3'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B004KNAU0S' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to category 'Video Games' which is also related to the query
","1) good wireless sound and convenient charge for stereo headset this pair is above average for pair the sound is clear and bass is adequate the ear muff are flat so it feel like some flat board pressing against my ear with a cloth in between its comfortable but definitely doesnt hug your ear if you know what i proper tune adjust to find best reception it sound really clear with occasional hiss when im view tv at feet away go away to outside of room it is still clear around feet even though there are wall separate me and the base unit charge cradle this is descent enough for me and im happy with itim also really appreciate with the fact that no need to plug into the headphone for charge so far im use it for hour on the charge i have not try to run down the battery to find out how long the two aaa size recharge battery can really last
2) buttkicker game i bought a new game directly from the manufacturer after enjoy the wireless butt kick couch ur home theater kit purchase from amazon early this game was mainly use for my playseat evolution to enhance driving games but i also use on my recumbent bicycle exercise while watch movie ill give my feeling for attach to playseat evolution with logitech g so far i only play one game gran turismo one word omg the response under the seat while car driving is so close to the real thing you can also feel the rev of the engine when depress and release the accelerator driving car on race track shoulder truly give that bumpy ride one expect different car with different engine result in different feel also couple this bottom feedback with the force feedback of the steer wheel its really get close to the real thing now just need some commercialize to simulate exercise bike i attach it to the lower handle bar closest to the seat result is amazing i get a more precise response for every big foot thumping and environmental bass more so than the wireless home theater kit attach to a couch this just enhance exercise while watch movie or as some people do play games on recumbent that i have is very quiet as it should improve from first game it come with a wire remote that my only complaint as wireless remote wouldve mean lesser tangle of wire
3) quite energy efficient i have few ethernet switch but all were few years old some were running at as much as watt when use connection and they were not even gigabit switch after replace an old one with this i measured its power consumption with a killawatt meter and it say to watt this would save me about per month assume bought this when it was on lighten deal for around i would buy more as necessary even if it is
4) my trust brand for sd i had some bad experience with sd cards that had good price especially with io error lost data and crawl transfer speed i went with transcend sd cards for my gb and gb sd cards and both work reliability and keep up with my hd camcorder recording few days with this gb it perform flawless after several low level initial and many large file transfer from laptop to laptop performance reading vary from the specification sometime fast and sometimes slow but in general as expect and same with my other two transcend sd cards
5) best remote for blueray play there are plenty of compatible wireless controller including have mini keyboard and bluray player control i have some of these and especially look into the allinone including keyboard none work well for all case so i went back to have multiple devicesthere really isnt much choice for play bluray well on ps its highly responsive and no delay this is important for repeating slow forward and backward play many folks think the stop button ruins evenings and i can certainly vouch for that but there just isnt other good choice so you mind as well as buy this and figure out how to deal with that button besides try to take it out perhaps everyone just send in complaint to sony and maybe they can incorporate something in the future os to allow resume after stopping with that button",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
138422-33675-578-63965,AOL56KWUSYOS7,video games playstation accessory controller,B000M17AVO,0.86471546,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'PlayStation 3' and 'B000M17AVO' is also associated with category 'PlayStation 3'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B004CSXBRA' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B0002ZW5W4' which is also related to the query
","1) good quality for the price ship quicky cable to go has always been pretty quick with get orders out this to female mm cable was no exception wire are fairly heavy gauge and the conector end offer very good strain relief ill need that as they will be move around quite often a lot of company sell these for less even as low as a penny but jack the shipping costs up watch for this when look for cable
2) a must have for movie watch if you use your ps for watch bluray movies you should be p with hdmi out what are you wait for you need this remote of course its not that great for gameplay that what the sixaxi controller is for",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
106642-33675-578-63966,A2INDBHQCXDSL3,video games playstation accessory controller,B000M17AVO,0.802857,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B0095VPBFY' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B0015AARJI' which is also related to the query
","1) remote ps it rarely get use but when it do it is a nice device to have you could use youe ps controller as it it wireless but i find have a remote it someht most of are accustomed to when watch tv or movies
2) memory card got this to transfer large file but do to fat format the largest file that will transfer is a gb file i would of format to ntf but my ps will not reconize the card or hard for that matter it may come in handy for a camcorder
3) capture card product work but not with hdmi hdcp wont let you even watch anything use hdcp let only recore it do record if you you rca componet svideo use a higher resoultion to capture is not recommene unless you have a pretty good computer with plenty of ram and atleast a ghz cpu you can still try maybe tweak the setting i had to upgrade my cpu to ghz to capture at p i got this product to capture my video game sessions to upload to youtube you will need to convert video before upload and you is not really compatible with the encode that it use and cause the sound to lose sync with this capture card rely on the cpu to due encode it was rightly price for what it do but due to the fact it do not allow you to view hdcp psit may not be for everyone i know xbox do not has that problem there are ways around this but then you might as well invest in the higher end cards because that is what you will spend to avoid the hdcp",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
1379-33675-578-63967,A28GL5YGTTH69R,video games playstation accessory controller,B000M17AVO,0.87081456,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B004OVECU0' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B000Q8UAWY' which is also related to the query
","1) durable comfortable own my saitek for well over two years now and i have not encounter one sign of age for key it still feel very responsive and tactile for those not wanting to spring for a more expensive and noisy mechanical keyboard i have relatively big hand and even after extend periods of game i rarely get cramps or feel backlight still as bright as when i first got it color choice are nice dim works and knob doesnt feel cheap comfortable tactile key well space hand rest extension picture below the space bar obviously is much better for comfort and can be extend for big hand like mine stand also help media buttons work perfectly with wmp and media player classic havent try anything else led indicator for num lock cap lock and that down arrow we the heck that iscon led backlight could be sharper too dim for my taste same go for the key themselves there not much passthrough for lighting media buttons feel cheap compare to the key and light dim knob no game mode to temporary disable window key while in game stand feel cheap hand is made of cheap plastic would have prefer a more userfriend material a tad expensive for the competition but i have not actually felt the other not nearly as comfortable as mechanical key although that a pretty moot con as it is what it isother thought i bought this for around the same price over years ago so im shock at how much it is still for only or more you can get a logitech g series the gap between the key are perfectly length albeit a bit big therefor occasional care is a must just make sure to blow compress under different place and youll be fine not that big of a concern but something to keep in mind
2) use ps for media this is a must have if youre like me and use ps not only for game but for video and blueray this is a must have at first i thought oh i can just use my ps controller but when i got it on impulse i was extremely satisfiedpro many buttons including the customizable red green blue and yellow buttons bluetooth is a treat and setting it up is so easy through the ps menu register bd controller you can also turn on the ps with it and use it to scroll through the menu as it also has the standard buttons that on the controller this means you never have to touch your if you only need to use ops for videocon no backlight which i think should be a must have for all controller and remote you cant use it to control games which is sad i love play the psn online poker game and it would be nice to use the remote seeing as how you only use buttons
3) its cheap it works flimsy compare to mose cheap hdmi cablesit works as do all cable for cheap never buy cable at a retail store you will always find it cheap i can think of
4) good case cheap company its a great case that fit everything perfectly with a cool little window and vent placement for my problem with them they only include one rear case fan my philosophy is if you push so hard on the point of great airflow include a goddamn intake fan less than to make matter worse none of the many screw included are for a fan in the front which is extremely important as my case is red hot without itthe difference is night and day and the screw i do have to get are cm because the damn case doesnt even have a bracket for me to put my fan in so now im gonna lug on over to home depot only to hope and pray it worksalso there a space for a case fan on top but an average thickness fan wont fit between the top and the ram so i had to hunt down a thin fanand more screwit all just a bunch of extra work that could have been solve by less lazy and cheap from this company although they use good material they obviously could give a rats ass about the customer never order a product off these guy again
5) great product faulty connection i dont understand how a product who main function is to connect wireless to the internet can have so many connection issue according to the many review that reflect my issue this is not uncommon and i dont believe its something an rma can fix this is a firmware issue pure and sound quality and app integrate along with the overall solid build its like a basketball player who can run jump block pass shoot and dribble but is unable to hold a basketball",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
127932-33675-578-63968,A1AHII2R0R6FAE,video games playstation accessory controller,B000M17AVO,0.85613906,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'PlayStation 3' and 'B000M17AVO' is also associated with category 'PlayStation 3'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B007MKGF82' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B004GF8TIK' which is also related to the query
","1) should be bundle with the ps this specialized bluetooth remote for the ps is very nice and include all of the function one needs to use the ps more as a connected multifunction bluray player device and less as a game machinei it essential no actually with a normal ps controller you can do everything this remote do although in in far more steps and often with no clue what button means pause and which means menu so in that this remote is a huge helpit should also be noted if you have a new model hdmienable television there a good chance you can set it and the ps to allow your tv remote to control many of its basic function including navigation and playpausestop we have a sony bravia and its remote did workbut it couldnt turn on the ps and it didnt seem to be able to pull up a bluray disc menuhowever i do find it odd that this remote given its available for under isnt simply included with the ps at this price obviously it doesnt cost very much to manufacture and it make a huge difference in the use of one of sony flagship product it works well and is easily pairedconnecte with the ps on the other hand im tired of add still more remote to the pile and suspect that my spouse has notice my verbal complaint and may be get me a logitech harmony one universal remote with the ps adapter for christmas absent that though i consider this remote to be an essential accessory for the playstation on update just yesterday i was given an early christmas gift a logitech harmony one remote with the ps adapter accessory definitely a more pricey solution and while i dont mind have this remote here as a backup clearly its go into the drawer turn out the ps can only support one bluetooth remote accessory at a time anyway
2) finally a truly universal remote i already love this remote despite the often not that hard to get a remote where you can enter a code number and itll control a number of device some can learn from existing remote we had a oneforall kameleon for some years but it was kludgey couldnt really be custom i was never able to get downloade remote program to work on it and it ate battery like the remote on our coffee table proliferate like a warren of rabbit one for the tv another for the av receiver still other for the cable box roku cinematube media player playstation yamaha regionfree dvd change too many remotesi received the harmony one and its ps adapter accessory as an early holiday gift actually my spouse told me to go buy it now its still early for a real review but my first impression are very positive with a few small initial program can be intimidate to the nontechnic but if you follow the program wizard you should be able to get the remote up and running with reasonably complete functional within a couple hour the inbox print documentation while slick is in my opinion extremely inadequate there are some important detail information and instruction which just cant really be figured out from the multilingual pictogram and declare sentence ill cover a few of these below in helpful hint the charge display is total mislead and a bad design mistake also cover below made worse by mislead documentation should be more flexible in create activity other than just the single generic utility choice should be given option for custom activity icon too wish there were more custom icon option for the touchscreen buttons at present you can only do tv channel i also wish there was some way to mix activity and device sometimes you just want to control the one device and it take a few steps to make this happen also as people have noted device are sort alphabetical be nice to be able to sort them as one likes not inexpensive especially if you add the ps adapter not a remote you want young children or clumsy drunken adult to be fool withpro sleek welldesigne physically comfortable to hold in the hand buttons are wellplace and easy to reach and all of them are of a good size havent had a remote this comfortable since we retired our old tivo backlight and touchscreen lighting are very nice the touchscreen itself seem responsive but not overly so sensitivity is also configurable i like the tilt sensor for turning it on when you pick up the remote unlike our old kameleon which flares like a blue nova if you even breathe at it between logitech fairly comprehensive online database plus a few missing buttons i had harmony learn this is the first remote ive own which has been able to learn every single remote we current have i very much like the custom possibility in setting or reprogramm buttons to do whatever you want and its wonderful being able to program every single button on the remote for multiple function i havent even begun to explore multifunction sequence however i wish there was a more advanced interface available and not force nearly everything to go through the wizard no problem have the harmony learn new command from our other remote i need to add some buttons from the sony bravia remote most notably the number pad period and enter hint the battery go in with the blank white side up they really should print this side up and an insertion arrow on it push it in until the back edge drops into place there a little spring in the back of the battery enclosure providing resistance for the last quarter inch to remove the battery lift the edge slightly and the spring should pop it out when you put the harmony one in the cradle if its charge the touchscreen show what looks like a fill battery with a lightning bolt through it the only thing this indicate is that the harmony is in fact receiving power otherwise ignore this static icon display as it in no way show actual battery charge amount if you pick up the remote on the touchscreen in the upper right corner above the datetime there a tiny cellphone style battery bar pretty small but that where you can find the actual battery level normal charge time to full from outofthebox seem to be about hour supposedly there enough charge straight off to do the basic program setupbut i decided to wait a while just in case for learning from other remote the harmony needs to be connected to your computer and the logitech program running follow the prompt to add a button there online help if youre not sure how to do this note that the receiver for learning new code is at the bottom of the harmony not the top as is usual for other learning remote also the guide wizard say it may take up to seconds to learn the function but this doesnt mean mash the button and hold it press and release the button to learn from as you normally would use it if the program doesnt pick it up wait a couple seconds and press it again the program itself usually will tell you if its get a good signal or not once learned you can assign the new function to any button on the remotewould i get this remote again yes one remote to rule them all as ive heard many times would i recommend it to a friend also yeswould i recommend it for the technological challenge sort of this might work out best if you or someone you know who is techsavvy did the setup and program for them however for example my spouse has been so intimidate by all our remote and the complicated steps necessary to do almost anything with our setup here essentially i always run the equipment when we watch anything i do think shed be a little put off by the program of the harmony since it can get complicated fast she nevertheless likes the harmony because now she can just point and shoot watch tv boom done watch media player done play a movie ditto
3) decent but flaw ive had the microsoft v for about six month now which ought to be enough time to judge a keyboard especially since i spend many hour each day on the computeri like some of the features of this keyboard but hate otherspro keyboard like the curve comfortable palm rest media buttons finally work after a recent software updatecon drop keystroke sometimes the keyboard just stop respond for several seconds doesnt keep up with my type i am very very fast i put the receiver on a usb extension cord and have it position less than inch from the keyboard and still it has issue ive move away any possible rf source as far as i could and it make no difference finally i wish the keyboard was quiet and the key felt more solid after six month the spacebar feel a little sloppy and is the major source of the noise finally one thing i really dislike about this keyboard are the super tiny function key with the label not on the key but print above them the key themselves have icon which is uselessid say the number one problem with this keyboard is it ought to have come in a wire version given that id buy it again as it is with the end of year tax deduct loom im probably go to switch back to logitech since microsoft seem hardly to have any new model these days and go with their ultrathin illuminate onewould i buy this keyboard again no id go back to the microsoft for less than twenty buck these days if i was to stick with their brand
4) great ergo mouse about years ago i had rsi bad enough i was on the verge of require surgery fortunately some intense professional physical therapy an ergonomics consultant and a changeout of equipment help a great deala for a mouse i was use the m ergo mouse small ever since however i was never satisfy with it first there was no mouse wheel just a middle button second the thumb switch put my right hand at some risk for a recurrence of the de which had afflict it before especially when do a lot of click and drag work i went through two of the ms over the years and a few week ago my current one began develop a keybounce condition doubleclick when i only click oncei decided to give the wow pen joy a try despite its silly name i have to say that for me ive never use a more comfortable fully functional mouse i have very small hand and it fit me almost perfectly the only bit that doesnt work is i cannot reach the further thumb button hardly matter though as i never use those on other mice and for the sake of increase ergo quality i remapp the near thumb button to function as a other quibble is the mouse wheel squeak just a little bit i think i can clear that up with some silicone spray thoughmy only wish that it was cordless
5) wouldnt write bluray disc ill keep this brief because im return this drive thanks amazon for the painless process the installation went fine my win os recognize the drive and while i was able to burn a dvd with it and watch both dvd and bluray disc when i put in a verbatim bdr dl in the drive it just spin and blink and never see the disc as valid or writ i try nero powergo and imgburn as well as win pro builtin image burner and no go firmware is currenti had two box of three verbatim which are considered very reliable and none of the six were recognize by the drive i suppose it is possible that all six bluray disc were somehow flaw or incompatible but this seem exceedingly unlikely cmon these are maybe another drive would be fine but ive decided to get a liteon x bluray burner insteadupdate i can confirm it was a defective drive i received the new liteon a couple days ago finally got around to install it this afternoon as i write this its burning a bluray dl gb disc use nero so it clearly wasnt the verbatim disc",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
