Query	electronics portable audio video mp player accessory charger
User ID	A3UCKRCOLRYKGP	Reviews	excellent charger with enough power to charge many device multiple times i have many mobile device and test this newtrent icarrier mah charger on all of them it charged the following galaxy note galaxy s iphone iphone g original iphone g original ipad and motorola sdhd bluetooth headset i charged my galaxy s note and iphone multiple times on a single icarrier come with a wall charger a soft pouch for storage a usb to microusb cable and a galaxy tab converter galaxy tab charge cable one note about this galaxy tab converter cable on the box it is describe as a galaxy tab converter cable however on the cable there is a sticker that describe it as a samsung galaxy tab charge cable i dont have a galaxy tab so i was unable to test this cablethe icarrier has two output label output and output output is va and output is va according to the manual the power onoff button has blue led use for various purpose which i will describe later in this review one thing i like about these led is that they arent too bright i have some device with blue led that are annoying bright not so for the the icarrier is connected to a power outlet the three led cycle from low mid to high indicate the icarrier is being charged when fully charged all three led stay lit while the power cable is connected once the power cable is disconnected the led go off and the device is power off if you power the device on the led will light up to indicate the current level of charge low mid or high after seconds the led will go off and the icarrier will power off if youre not charge anything during charge the power button led remains on to view the battery level while charge click the power button the battery level indicator led will light up for charge other device first turn on the icarrier by holding the power button down for about a second the icarrier has three blue led lit low mid and high that will indicate the current battery level of the icarrier connect your device to output and output you can charge multiple device at the same testi ran a special test with the ipad st generation since it has the largest battery of all my mobile device first i fully charged the icarrier and i fully deplete the battery on my ipad taking it down to next i disconnected the power supply from the icarrier turn it on then connected the ipad to output amp it took hour to fully charge the ipad i checked it every minutes the ipad gain every minutes with no variation until it was charged at this point the icarrier still show it had a mid chargei test charge the ipad while connected to output amp it charge even fast i was able to fully charge my ipad in hour minutes the battery level on the icarrier still indicate a mid charge linethi is a great little portable battery that can recharge just about anything with a usb cable it has a huge battery capacity with multiple charge port amp and amp i would recommend this to anyone	great case for the galaxy note this ionic guardian case offer great protection for your samsung galaxy note all edge are well protect its a twopiece case which fit together perfectly the first piece is a soft rubber the second piece is a hard plastic piece that fit over the rubber piece with hole and slot for some of the rubber to be expose which provide a better grip than just the plastic shell the four corner have rubber bumper that are slightly thick than the rest of the rubber offering better shock protection on the corner should you drop your note there is nothing covering the screen but the screen is made of gorilla glass so that may be sufficient for your needs also the rubber on the edge of the screen actually extend out approximate approx mm so there is some protection can charge the phone without taking off the case you can connect a headset without taking off the case also you dont have to deal with any flap covering the charge port or headset port which make it very convenientthe buttons on each side of the phone are cover with rubber buttons they work just fine no issue with any of the buttons being coveredthe only con i can think of is the soft rubber will gather pocket lint but just a little also for those who their screen to be cover with either a transparent plastic cover or transparent adhesive film this case do not have that	great case for those who just want a slim case that offer better grip the ringke slim soft feeling hard case is a very slim case that provide a much better grip than the bare galaxy note with no case it is very thin and allow you to slide the phone in and out of your pocket with ease another plus is that it do not gather pocket lint all port are easily accessible allow you to insert headphone or connect to a charger without taking off the casethe only con are that the protection for your phone is minimal the back is well protect since the case cover the back the side and corner are protect also the edge of the case extend out perhaps mm on either side of the phone providing a little protection to the front of the phone but the bottom and top of the phone are mostly expose	charge anything with a usb cable has a amp port and a amp port this new trent w va dual port charger impc will charge just about any device that has a usb cable i have many mobile device and test this new trent impc charger on all of them it charged the following galaxy note galaxy s iphone iphone g original iphone g original ipad blackberry curve and motorola sdhd bluetooth are two port for charge the bottom port is amp the top port must be amp note when i refer to the top and bottom port this is with the charger orient with the print wording on the case rightside up so you can read them properlythe charge amperage is not clearly marked on the device nor on the box i get different result charge different galaxy note can charge on both galaxy s can charge on both can charge on both curve only charge on bottom st generation only charge on the top portso depend on your device you may be able to use either port or just a single port for that device charge with the amp port will be fast than charge with the amp port i was able to charge multiple device at once with no issue charge times seem to be just as quick as oem chargersthe collapsible prong are a plus you can fold them in to save space when this an excellent wall charger the only improvement i could recommend would be to label the port so their power output could be more apparent																		
Product	B00AGABISW	https://www.amazon.com/dp/B00AGABISW						0	0	0														
5.76191	User/query--<categories>--Data Storage(categories)--<categories>--Product																							
4.32155	User/query--<categories>--Computers & Accessories(categories)--<categories>--Product																							
3.36309	User/query--<categories>--Touch Screen Tablet Accessories(categories)--<categories>--Product																							
																								
Query	electronics accessory computer component																							
User ID	AHQRU3MRORIWQ	Reviews	blackberry curve case this is a good quality case for a very good price which say value to meother folk may have try to use this case with a phone other than the blackberry curve and so have not gotten good result from itfor a case that is not sold by blackberry which would have the device control magnet in it for example this is very good design this case hold my phone secure and pretty tight so the magnetic flap is just kind of an afterthought i prefer to lock the keyboard before putt in the case as i do not want it to pocket dial i am concerned that the side pieces might put too much pressure on the side buttons i have the version however those same side pieces allow the phone to stay secure while it is being use for phone or music play as it do not interfere with the headset jack i have use different defend case for blackberry curve series blackfor this phone and this one is a little classy look than the stock case i also usually keep my phone on vibrate and this case do not interfere with my being able to tell that is ring the clip is good in that it can attach to very wide belt i usually wear one that is inch wide and the clip can rotate so you can wear it perpendicular or parallel to your belt the logo is small and subtle so it is pretty basic which i like overall i think it hold the phone more secure than the stock clipthe box it come in is small and recycle the box that the small box came in was huge at least it was recycle	works well but not perfectly this device works fine while play media file and also use on my laptop it did not do so good while stream use window media player but that might have also been cause by the demand on my route at the time i test iti have a win tablet with builtin bluetooth a win laptop with usb bluetooth micro adapter a blackberry and it connect easily and works fine i am able to clip this to my shirt and leave my blackberry in my gym bag next to me while i work out and it works fine the earphone that come with it have a very short cord but you do not want a long one get in the way anywaythe earphone are also very good at block out noise i got this while it was on sale and am pleased with the value	a very fine pen for touch screen i have use device require styli for some time now and with the new device you can really wind up smear the screen or have a decrease in the accuracy this new stylus works just fine with compatible machine it is easy to use by people of any age	small but a smartphone that use bluetooth and also gps and wifi the demand on the battery are greater than ever throw in that winter is coming and at least around here you never know if you will be without power at home or stuck on train or bus without a power outlet for who know how longthi device charged my blackberry while it was on from to in about an hour after the first time it take about three hour to charge it fully it has little led that show the charge small and light about half the size of a blackberry has standard connect micro usb to charge it standard usb to supply power and can charge pretty much any small portable device with its own cable that use usb power it is also sold by belkin who has a good price point seem high as of date of review many other device offer either more features or greater capacity for the price do not come with its own charger so you have to charge it with a computer or with a charger you have from another devicei suggest that a higher capacity device or one with more features would be a better use of your money	very near perfect headset it come with very good noisereduce headphone but since it has a standard connect on it you can use other one the included headphone have a very short cord so it wont get in your way use the chain or clip you can hide it or show it off as you wish the battery wont last forever but it do last a pretty long time the sound quality of the music is excellent the audio quality on the other end of a phone conversation may not be the best so i would not use it for a long or important conversation it do pause the music while you are on a call so that pretty nice i have use it with a blackberry nextel blackberry curve i cell phone a lg cosmos lg cosmos phone verizon wireless and my laptop with a bluetooth usb bluetooth micro adapter gbu and it works very well with eachi like use it while at the gym because it can seal out the noise and the music they play on the loudspeaker and leave my phone in my gym bag on the floor i use the chain and the clip just in case i accidental knock it off my shirt the buttons are big than on some device like the clipper bluetooth stereo headset and it is nice to have separate one for volume playpause track backforward and onoff phone the chain has a link that looks very much like the old bead chain connect so if it get caught on something you might have chance to get it off before you choke if you only use the chain it has a tendency to get in the way if you want to use the water fountain it is a good device to use while wearing like in the winter or in the it with a new device is easy and even the indicator light show different colors and flash depend on what you are try to do with it it also use a standard miniusb jack for charge it come with a wallcharger which is on the bottom of the device but it do not have a cover so i do not really know how weatherresistant it isso even though it is about the sizeweight of a ipod nanosize mp player you cant take phone call on one of those like you can on this i like this device better than my jabra clipper i only wish it had voice prompt instead of beep and				fun this product is fun but not particularly be warn that it has the mm four conductor stripe plug on it which might not fit your phone and an adapter can be hard to nokia mm jack to mm handsfree adapter ad is one i think may work but i didnt get one so im not sure i have one phone that can use this and one phone that cannot i dont think that the sound is impressive considering that you get better sound and features from a bluetooth headset street bluetooth stereo headset bluetooth headset retail package black othersif you want to cradle this handset on your shoulder while you use your smartphone that fine but you probably already have a headset or handsfree device anyway and if you dont then you should so this is really just a toy sorry	first new idea ive seen in a while this product is really great new take on bluetooth headset you dont have to wear it in your ear all the timeyou can clip it to your clothes or use the short lanyard to wear it like a necklace and it flash and vibrate to alert you to a call you then pull the earpiece and cord out and stick it in your ear while the microphone stays close to your mouth it has pretty large buttons so it is easy to use with glove on so it may be a help during the preference is for stereo earbud or a speakerphone but if all you need is a headset this is a good choice	the best bluetooth headphone so far pro small and battery lifea sturdy storage case is included micro usb to find function button to both various size plug and external ear fin and overtheear hook that keeps these in your ear when you are is better than any of the jabra bluetooth headphone i lightcon tiny print in the out from time to time if your source device is too far from the headsetthi audio quality is very very good i have been look for a set like this for a long timeyou do have to follow their instruction and keep your bluetooth device on the same side as the receiver	compact and portable i have use a verizon g wifi hotspot from time to time and it usually was able to make a g connection which was much fast than g so i have had some experience use these device with tablet and laptop use those hotspot really draw the battery down very fastthi device is fairly compact a bit big than a pack of large play cards i have not had a problem with the battery life it met my expectations it is better if you are not in a moving vehicle if you need a reliable connection because you may have your connection drop while go between cell you can control the device name and password setting up the service with att is quick and easy if you are go to be use it while travel be sure to set your service before you go and check the coverage map to see if you can expect to have service the wifi connection distance is about the same as with a regular route i didnt specifically try to set it up with the different wifi standard but it is supposed to be b g n enable it do appear to go into sleep mode when you do not have device use it i did not have enough device to see if i could max it out but only smartphone and laptop	nearperfect for me pro stylish like the street voice and light notification of function listen to news and traffic or music with the fm radio while still being able to take or make phone call i have had a bit of a problem with reception of my favorite radio station but i think that is the transmitter problem not the headset problem judge from the reception i have with my other radio on my desk i also to not really expect it to work with station that are far away it is essentially a pocket radio receiver and not something with a large antenna it has acceptable performance as a handsfree phone device the option to use any standard earphone is great too as always have a microusb charger included is wonderful as is not have to lug around a unique charge device no problem connect with my lg cosmos phone like other bluetooth headphone you can wear these and keep your expensive device hidden away from envious eyes or grab hand on a subway etccon the combination necklace earphone cord tend to make the earbud pull out of my ear a bit more often than i would likea a commuter i use this every day this is a nearperfect device for me	emergency power this device could really help you out if you need it in a pinch if you have no other way to power your iphone this could save your life i will definitely keep one of these with probably at least one more battery in our emergency kit as long as we have one or more device that can use it	sweet this device has a lot of energy to charge all your portable device it charged my blackberry bold from half to full in less than an hour with plenty to spare the only thing that i dont like is that it do not have a cover for the outlet so that you have to put it inside of something else to keep from get lint in it	slim and sweet this case is small and light but it do add some bulk to your phone because it has space for a few cards and a little fold cash however it is small than a phone in a case and also a wallet with the same amount of stuff in it together in your pocket	light this headset is light and has nice ear insert fit my ear well and is comfortable enough to wear all daythe portable case charger will keep the charge can place the earpiece in the charger and then attach the charger to a standard microusb charger and charge them both at the same timeyou dont need tool of destruction to get the package can listen to things other than the phone with the headsetthe app can help you find the headset if you misplace it and it will flash the light and make pretty loud can delete the app if you need to and the headset will still workthe audio on my side is pretty had to install the app before my phone would recognize the the sound on the caller end is good and sometimes do not include as many left side ear insert as right side	fine lightweight case this case will protect your phone from some light damage i would not count on it to protect your device from anything highimpact i would prefer to trust my device to an otterbox it is a hybrid case in the it is part hard plastic and part soft plastic although it is difficult to tell from the photo	pro vs regular i have use a verizon g wifi jetpack hotspot from time to time and it usually was able to make a g connection which was much fast than g so i have had some experience use these device with tablet and laptop use those hotspot really draw the battery down very fastthi device is fairly compact a bit big than a pack of large play cards i have not had a problem with the battery life it met my expectations it is better if you are not in a moving vehicle if you need a reliable connection because you may have your connection drop while go between cell you can control the device name and password setting up the service with att is quick and easy if you are go to be use it while travel be sure to set your service before you go and check the coverage map to see if you can expect to have service the wifi connection distance is about the same as with a regular route i didnt specifically try to set it up with the different wifi standard but it is supposed to be b g n enable it do appear to go into sleep mode when you do not have device use it i did not have enough device to see if i could max it out but only smartphone and laptop i dont have stat on it but it seem to work slow than the verizon unit i have had to reboot the device during a long session but i have also had to do that with the jetpack i reside in an area that has very good to the pro version it has phone battery boost if your phone is running low sometimes you might tap the wrong thing if you are use the touchscreen so you might try a stylus if you need to it do have very nice and clear screen otherwise connection for up to device advertise as oppose to the regular version which is only i would get whichever of the two device offer the best plan or price since i really dont expect to have more than device running off of it	a good little alternative the symmetry by otterbox is a very nice alternative to the generally bulky defend it do not have a screen protector which some people will like but it is all one piece which make it easy to take off when you want to use a dressy case for a night outit could be improve with the addition of the bottom port plug like the commuter and it is kind of a drag that you are stuck with the color combinations that otterbox choose for you but all in all a nice balance of style and protectionit is slim and sleek and will let your iphone fit in a pocket unlike a defend series case that you pretty much have to wear on your belt	perfectly pink wall charger the charger works perfectly which have found that all belkin product do i test the ac wall charger and i received the pink one and that is good because it make it easy to find or at least not lose it there is also less of a chance that one of our son will borrow it and not return it works perfectly with my iphone s	jabra rox the wireless headphone this product is most like the jaybird do allow for you to take a phone call but the quality is not that great it is not really design for use as a handsfree device in the car they block out noise from outside not enough to comfortable block the sound of my lawnmower but are useful for block out the noise and the music they play at the gym for the regular bluetooth on my iphone and nfc bluetooth android work easily and fast charge is done easily as the left side earbud has a magnetic latch on the door as oppose to just a little piece of plastic like most product of this type since i wear glasses of sunglasses prefer to have earphone that are inside my ear instead of do have an app it can help you control the sound but i did not notice much change in the effects you can use this same app for other jabra product these earphone might take a little fiddling with to get a good snug fit you may have to change both the size of the piece that go in the ear canal and the little wings that attach to the speaker part however it the whole system is pretty light and not annoy to wear i like the little control box that is near the right side earphone i think it is easy to use than little tiny buttons on the earphone think that jabra has very lightweight yet versatile product here that has upp the ante in the wireless headphone game
Product	B008OHNZI0	https://www.amazon.com/dp/B008OHNZI0						0	0	0														
6.55134	User/query--<categories>--Computers & Accessories(categories)--<categories>--Product																							
6.03616	User/query--<write_based_on_query>--bubble(word)--<write>--Product																							
4.43062	User/query--<categories>--Electronics(categories)--<categories>--Product																							
																								
Query	electronics computer accessory data storage usb flash drive																							
User ID	A1RKUHHWHC9TPB	Reviews	seem to be a sketchy buy even though the item i recieve work good not much to say except this charger base works with no problem to mention it is a good price too its too bad other arent get the right or same product	works great for phone i had been use this for my samsung galaxy sii it has work great im crossing my finger that my new phone will fit but im not expect it too	good product the product was a good replacement for my girlfriend phone the battery had just as good of capacity as the stock battery when it was new the only disappointing part of the product was that the battery would not charge in the phone so you had to use the awkward charger	fair price for a handy adapter it works im not sure its the most elegant solution for display things from a tabletphone i dont use this as much as i thought i would that isnt a knock against the product though	perfect for galaxy s my girlfriend use this thing all the time and has never had any issue she use a galaxy s with an otterbox case																	
Product	B005FUNYSA	https://www.amazon.com/dp/B005FUNYSA						0	0	0														
19.82011	User/query--<brand>--C&amp;E(brand)--<brand>--Product																							
7.05243	User/query--<write_based_on_query>--tv(word)--<write>--Product																							
5.28232	User/query--<categories>--Data Storage(categories)--<categories>--Product																							
																								
Query	electronics accessory computer component																							
User ID	A1VTV7GXWSGJ3E	Reviews	great sound easy set up i have recently start use gb gps fitness track and music a device to help motivate my exercise routine while i wasnt overly impress with that device at first i have become a little more enthuse with it almost note almost to the point of bump my rating for it from three stars to four have said that the headset that came with the unit is a bit annoy great sound but it is frustrate to have that connected wire from the player to the headset while youre running so when i had the opportunity to try a wireless set i jump at itthe motorola sf is an easy sell for me excellent sound wireless and a very easy setup up of course it connected immediately to the fitness track had to try a couple of times but it connected with my blackberry torch fairly easily as well the headset come with a number of different size of ear gel so you can pick the best size to keep the speaker snug if i have one complaint it doesnt appear to have a battery life indicator when the battery is get low the little motorola experience guide flyer that come with the headset do say to charge fully before each use so i guess youre to plug it in between im very impress with the head set comfortable great sound and set up quick and easily i was rock with it with five minutes of opening the box what more can you ask for	not impress and over price too many issue make this a bluetooth headset to and to me most important the sound is horrible very tinny sound which make it hard to understand anyone especially if there is an accent involved if its not functional in this manner what is the point in use itsecond its cheap plastic that has in a way that doesnt really fit the ear well ive use head set from a number of manufacturer and although very few are a perfect fit most are workable not this onethird its over price maybe at or less maybe but not at an price tag just not worth itpersonal opinion pass on this one	functional as a relatively new smart phone user i am surprise at how fragile they are i remember the days when if you drop your cell phone you had as much a chance of chipping the tile as break the phone not today now its almost like if you look at it wrong the screen was the case with the iphone as we broke one due to lack of coordination so we just got the new iphone and have found it to be thinner and it seem to be more fragile obviously a protective case is require we chose this one only because of the brand name and the color it fit perfectly and actually do seem to protect the phone i know this as weve already had one episode of and it it is functional what else can you say about a rectangular piece of plastic with a clear plastic face	good sound and relatively inexpensive but has an interesting definition of wireless i just received my jabra play bluetooth stereo headset and came away both impress but scratch my head at the same time ive try a few different wireless headset including themotorola sflex hd wireless stereo bluetooth headset retail package sf wireless sports headphone black bulk and exercise freak inear headphone the jabra play bluetooth stereo headset over all is a decent wireless headsetfirst the good very easy set up it seriously took about seconds as my unit came already with a charge the sound quality is outstanding when play music from a device it also accept voice command when you want to call out click the onoff bottom and speak either call or call my recommendation is to use the number option as when i spoke my wife name it try to call someone in my contact list whose name is somewhat similar kind that is a nice feature if youre exercisingthe notsogood ok technical it is a wireless devise in that its not connected to your phone ipad car etc however the ear phone are wire into a small device that you clip on your clothes somewhere the ear bud have long wire for this and in my opinion kind of take away the wireless advantage all the other wireless headset ive use are attach only to each earpiece no other wire need add to that the earpiece do not have a piece that keep the earpiece snug in your ear so they tend to shake loose if you are do strenuous activity lastly while the stereo sound for music is awesome the sound for phone call is extremely tinny sound when i call my wife she said i sound like i was inside a tin canoverall its not a bad device especially at this price point its functional and has a nice voice command aspect to it but the lack of being a true wireless device even if it do connect via bluetooth in my opinion lessen the appeal for me ill probably stick with the motorola sf wireless sports headphone for now																		
Product	B008OHNZI0	https://www.amazon.com/dp/B008OHNZI0						0	0	0														
7.57774	User/query--<write_based_on_query>--bubble(word)--<write>--Product																							
7.31315	User/query--<write_based_on_query>--armor(word)--<write>--Product																							
5.99352	User/query--<categories>--Service & Replacement Plans(categories)--<categories>--Product																							
																								
Query	electronics portable audio video mp player accessory charger																							
User ID	A38D3S7K97ZWU7	Reviews	i love these purchase these for my daughter she is able to charge her phone by way of computer and outlet i highly recommend these to anyone that needs a charge	i love it love the combo i was able to plug my phone into my computer and the wall the car charger is a little bulky but i love it to very convenient while driving highly recommend this product and seller	l love these purchase these for my fourteen year old daughter she love the glow in the dark theme they made a great conversation piece with her friends highly recommend these for teenager	love it my husband use these on his phone we love them because it help protect the face from scratch i would recommend this product	i love this so much i purchase this case for my husband he love it and so do i it fit perfectly i would highly recommend this to anyone with this type of phone the case protect his phone to the max great buy																	
Product	B00DUKJ5CQ	https://www.amazon.com/dp/B00DUKJ5CQ						0	0	0														
52.2761	User/query--<bought_together>--B00GH0JXAK(https://www.amazon.com/dp/B00GH0JXAK)--<bought_together>--Product																							
42.09954	User/query--<bought_together>--B00HIZYCM2(https://www.amazon.com/dp/B00HIZYCM2)--<bought_together>--Product																							
40.78606	User/query--<bought_together>--B00KBMRNQG(https://www.amazon.com/dp/B00KBMRNQG)--<bought_together>--Product																							
																								
Query	electronics accessory computer component																							
User ID	A33JGP7NR4BV8W	Reviews	a nice bluetooth this is only my third bluetooth i had given up on them in years past because theyve traditional been so loud and just not worth it i had been use the white cord earbud that came with my iphone but i thought this sound was much easy to setup than previous bluetooth headset i have own i have to give it five stars for ease of setup the battery is powerful and i can go a week without charge it grant im not very chatty i love the adorable little charger and i like that design of this headset its not gaudy or sound is definitely improve over prior bluetooth headset i have own but this headset is loud its a little too loud for me even on the quietest setting i have no hearing damage and i like things quiet in general so this might be fine for most people but i find it a bit husband and friends say they can hear me very well on this although my year old mother complain its too muffle she prefer my white iphone earbud but when i use those i have to hold the mic near my mouth so she can hear me so i think its only real complaint is that the headset is not very comfortable i will put it in to make a call but its definitely not a device for me my ear is a little too small for this earbud it is uncomfortable for me for more than minutes or so	so far so good my year old has had this on his new ipod touch for about a week now and its holding up really well it was easy to install and there were few air bubble to squeegie out than many other screen protector i have applied to device over the years	for the price should include the wall charger pro i like the power button that show whether it has a charge and how much charge is left i like the versatile that we can use it with different product we have so many in our family i like that it hold a good amount of power and will charge my for the price i would have expect this item to come with a wall plug for the microusb power input i was able to use my iphone wall outlet with a standard usbusb cord but it just seem to me if you have a dedicated microusb input that you could include a wall adapter for that microusb input when there an price tagthe unit arrive with only one battery light still lit which make me think the power off button doesnt really prevent the battery from drain even though the literature say its not supposed to drain when off time will tell how long this hold a charge and i will update this review in a few it do hold a charge well and it do charge my device its nice and lightweight comparatively i have a small pouch i keep it in which doesnt take up much room in my thing that annoy is it has taken one of my iphone lightning cords it simply wont let go im afraid if i pull any hard it will ruin the cord and the battery pack so its now only suitable to charge new apple device	very attractive i love the look and feel of this cover the stand has only a few position but they are good angle i do wish there was an elastic strap so it was more secure when i want to hold it like a book it fit well in the corner bracket but i do prefer the type of case that protect all the way round the edge	seem to work as intended i got this case because i want the iphone protect from the sort of abuse a year old boy can dish out were not plan on taking it scuba dive or any thing like that but we did want protection from accidental drops into puddle and from the sand that somehow always accumulate in a year old boys pocketso far the phone seem well protect i havent found any sand get into the case which is great because sand can be really the other military grade case we have use on iphone over the years there is a bit of a loss of quality for sound and pictures its not tremendous and no worse than the griffin defend i had on my iphone or the otterbox i have on my other iphone same with photo very slightly lower quality in lower light situation like the griffin case my otterbox doesnt cover my camera lensthe screen cover is fine certainly as good as the griffin im use to of course a screen cover is not go to have a display that as brilliant as a naked iphone but then a naked iphone is very please with the lower profile this case has its much easy to put this phone in a pocket i also like the construction as its easy to deal with than the twolayer silicone and hard plastic casesso yes there are slight concession in appearance call quality and photo quality but in my opinion its no worse than their competitor and is the price you pay for protection				works very well this is a great little battery pack i was recently travel with my iphone and was drain the battery very quick this would have been very handy to extend battery lifeit works perfectly it charge quick and it recharge my iphone pretty quick or at least fast than i can drain it when play games its a little small and heavy than the iphone so it still fit in my purse very easily the color is really pretty it seem durable enough i have already drop it despite the noslip coating that is on it but it still works perfectly the flashlight is a handy bonus too until apple learn to put a better battery in their iphone ill be grateful to have this as a backup it also works to charge my nd generation ipadi have no complaint about itwe just took it on a short vacation to a family our battery on our phone were die quick because cell service was really spotty in our area and the phone seem to be working hard to find and maintain a signal a couple of us were use it to replenish our iphone during the day and we never got it below charge we charged it back up at night it was really convenient	do what it is supposed to do pro i like have a spot on my nightstand where i can just put my phone down and trust it to charge without have to fumble in the dark for the charge cord my husband almost always go to sleep before i do and have this to use as a charge mat is very convenient my phone is always fully charged when i wake up in the nice to have as a battery backup if im go to be running around all day without access to my car chargercon its very expensive for what it do i dont think its a good value and the price needs to fall significant for me to recommend it to most people you can get a backup battery pack much more get really warm when charge i dont think its likely to start a fire but i do think all of that extra heat is just waste electricity which is waste i dont want to pay for electricity that disappear in the form of hot electronicsthe charge case doesnt come with it which i think is really absurd in addition the charge case has design problem that make it unattractive for daily use												
